_id,AÑO,CVE_ENT,ENTIDAD,HOMBRES,MUJERES,DESCONOCIDO,TOTAL,POBLACION_HOMBRES,POBLACION_MUJERES,POBLACION_TOTAL,TASA_HOMBRES,TASA_MUJERES,TASA_TOTAL
219,1996,14,Jalisco,194,55,0,249,3040932.0,3162112.0,6203044.0,6.37962308923712,1.73934383095855,4.0141582100659
220,1996,15,Estado de México,134,41,0,175,6009685.0,6128172.0,12137857.0,2.22973417075937,0.669041273645714,1.44177015761514
221,1996,16,Michoacán,151,19,1,171,1956269.0,2048589.0,4004858.0,7.71877487196291,0.927467637481213,4.26981431051987
222,1996,17,Morelos,46,7,0,53,730135.0,757143.0,1487278.0,6.30020475665459,0.924528127447523,3.56355704851413
223,1996,18,Nayarit,17,2,0,19,460902.0,457321.0,918223.0,3.68841966405006,0.437329578130023,2.06921412336655
224,1996,19,Nuevo León,70,14,0,84,1835393.0,1824205.0,3659598.0,3.81389707817345,0.767457604819634,2.29533407767738
225,1996,20,Oaxaca,65,12,0,77,1640109.0,1696262.0,3336371.0,3.96315122958291,0.707437884006126,2.30789681363374
226,1996,21,Puebla,50,14,0,64,2365829.0,2468532.0,4834361.0,2.11342408939953,0.567138688094787,1.3238564517627
227,1996,22,Querétaro,27,4,0,31,641223.0,657654.0,1298877.0,4.21070360857299,0.608222560799448,2.38667710645427
228,1996,23,Quintana Roo,44,5,0,49,382077.0,358597.0,740674.0,11.5160033187028,1.39432287498222,6.61559606520548
229,1996,24,San Luis Potosí,74,10,0,84,1124874.0,1143689.0,2268563.0,6.57851457140978,0.874363572614583,3.70278453805338
230,1996,25,Sinaloa,46,8,0,54,1251602.0,1236059.0,2487661.0,3.67528974865812,0.647218296214016,2.17071377490743
231,1996,26,Sonora,94,13,0,107,1083041.0,1062084.0,2145125.0,8.67926514324019,1.22400864715032,4.98805430918944
232,1996,27,Tabasco,136,32,0,168,904019.0,901703.0,1805722.0,15.0439315987828,3.54884036096143,9.30375772128822
233,1996,28,Tamaulipas,81,10,0,91,1300531.0,1308889.0,2609420.0,6.22822524030569,0.764006726315218,3.48736500831602
234,1996,29,Tlaxcala,10,4,0,14,454337.0,464660.0,918997.0,2.201009382903,0.860844488443163,1.52339996757334
235,1996,30,Veracruz,190,43,0,233,3413422.0,3486864.0,6900286.0,5.56626165765616,1.23319980360576,3.37667163361055
236,1996,31,Yucatán,87,7,0,94,801134.0,804839.0,1605973.0,10.8596065077752,0.869739165224349,5.85314946141685
237,1996,32,Zacatecas,36,7,0,43,676494.0,698427.0,1374921.0,5.32155495835883,1.00225220388101,3.12745241362958
238,1996,33,Extranjero,27,2,0,29,,,,,,
239,1997,0,Nacional,2830,549,1,3380,47150749.0,48287270.0,95438019.0,6.00202554576599,1.13694561734387,3.54156554737374
240,1997,1,Aguascalientes,18,9,0,27,447511.0,465002.0,912513.0,4.02224749782687,1.93547554634174,2.95886195593926
241,1997,2,Baja California,85,10,0,95,1150708.0,1118507.0,2269215.0,7.38675667502094,0.894048942027184,4.18646977038315
242,1997,3,Baja California Sur,30,2,0,32,205112.0,195289.0,400401.0,14.6261554662818,1.02412322250613,7.99198803199792
243,1997,4,Campeche,52,6,0,58,338408.0,332680.0,671088.0,15.3660669960521,1.80353492845978,8.64268173473524
244,1997,5,Coahuila,90,12,0,102,1129657.0,1130548.0,2260205.0,7.96702007777582,1.0614321550257,4.51286498348601
245,1997,6,Colima,26,5,0,31,257898.0,258830.0,516728.0,10.0815050911601,1.93176988757099,5.99928782647737
246,1997,7,Chiapas,64,17,0,81,1888093.0,1881922.0,3770015.0,3.38966353881933,0.903331806525456,2.1485325655203
247,1997,8,Chihuahua,173,21,0,194,1471185.0,1464548.0,2935733.0,11.7592281052349,1.43388950037827,6.60823038062385
248,1997,9,Ciudad de México,324,65,0,389,4175406.0,4481710.0,8657116.0,7.75972444356309,1.45033926782411,4.49341327989598
249,1997,10,Durango,38,8,0,46,730865.0,741222.0,1472087.0,5.19931861561301,1.07929877958291,3.12481531322537
250,1997,11,Guanajuato,131,36,0,167,2236634.0,2362752.0,4599386.0,5.85701549739475,1.5236470014627,3.63091943141976
251,1997,12,Guerrero,34,16,0,50,1496781.0,1545399.0,3042180.0,2.27154139449926,1.03533132867305,1.6435582378426
252,1997,13,Hidalgo,46,9,0,55,1090761.0,1121222.0,2211983.0,4.21723915688221,0.802695630303365,2.48645672231658
253,1997,14,Jalisco,268,48,0,316,3075755.0,3196451.0,6272206.0,8.71330778946958,1.50166544082797,5.03809983281799
254,1997,15,Estado de México,151,49,0,200,6157236.0,6287710.0,12444946.0,2.45239909595799,0.779298027421748,1.60707808615642
255,1997,16,Michoacán,109,29,0,138,1963372.0,2063931.0,4027303.0,5.55167334565228,1.40508573203271,3.42661081125508
256,1997,17,Morelos,29,13,0,42,741132.0,771352.0,1512484.0,3.91293318868973,1.68535247202315,2.77688887948567
257,1997,18,Nayarit,27,4,0,31,463326.0,460412.0,923738.0,5.82743036220717,0.868787086348749,3.3559299281831
258,1997,19,Nuevo León,89,12,0,101,1869263.0,1855578.0,3724841.0,4.76123477541684,0.646698764482011,2.71152513624071
259,1997,20,Oaxaca,61,13,0,74,1660880.0,1725807.0,3386687.0,3.67275179422957,0.75327078868031,2.18502625131877
260,1997,21,Puebla,77,23,0,100,2412349.0,2523233.0,4935582.0,3.19190962833321,0.911528978893348,2.02610350714465
261,1997,22,Querétaro,44,2,0,46,657465.0,677214.0,1334679.0,6.69237145703574,0.29532762169713,3.44652159807714
262,1997,23,Quintana Roo,47,9,0,56,402959.0,377660.0,780619.0,11.6637176486938,2.38309590637081,7.17379413004295
263,1997,24,San Luis Potosí,84,13,0,97,1134880.0,1157768.0,2292648.0,7.40166361201184,1.12285017378266,4.23091551777682
264,1997,25,Sinaloa,69,11,0,80,1265493.0,1249577.0,2515070.0,5.45242051911785,0.880297892806926,3.18082598098661
265,1997,26,Sonora,101,9,0,110,1099501.0,1077153.0,2176654.0,9.18598527877646,0.835535898799892,5.05362818344119
266,1997,27,Tabasco,133,16,0,149,920398.0,919599.0,1839997.0,14.4502704264894,1.73988879935711,8.09783928995536
267,1997,28,Tamaulipas,110,13,0,123,1326626.0,1334608.0,2661234.0,8.29171145447172,0.974068790236534,4.62191599836767
268,1997,29,Tlaxcala,10,3,0,13,463528.0,474645.0,938173.0,2.15736697675221,0.632051322567393,1.38567193897074
269,1997,30,Veracruz,196,40,0,236,3428047.0,3516500.0,6944547.0,5.71754121224126,1.13749466799374,3.39834981316996
270,1997,31,Yucatán,70,12,0,82,813017.0,817035.0,1630052.0,8.60990606592482,1.46872533000422,5.03051436395894
271,1997,32,Zacatecas,25,11,0,36,676503.0,701406.0,1377909.0,3.69547511245331,1.56827857189702,2.61265439154545
272,1997,33,Extranjero,19,3,1,23,,,,,,
273,1998,0,Nacional,2827,514,1,3342,47778268.0,49020915.0,96799183.0,5.91691603387549,1.04853203984463,3.45250847829986
274,1998,1,Aguascalientes,17,3,0,20,455788.0,475217.0,931005.0,3.72980420721915,0.631290547265776,2.14821617499369
275,1998,2,Baja California,94,7,0,101,1190794.0,1155052.0,2345846.0,7.89389264641911,0.606033321443537,4.30548296861772
276,1998,3,Baja California Sur,30,3,0,33,211247.0,200405.0,411652.0,14.2013851084276,1.49696863850702,8.01647993936626
277,1998,4,Campeche,49,10,0,59,343626.0,338286.0,681912.0,14.2596893133814,2.95607858439309,8.65214279848426
278,1998,5,Coahuila,72,13,0,85,1144230.0,1143791.0,2288021.0,6.29244120500249,1.13657127919349,3.71500086756197
279,1998,6,Colima,20,5,0,25,262976.0,264176.0,527152.0,7.605256753468,1.89267760886682,4.74246517133578
280,1998,7,Chiapas,75,15,0,90,1923736.0,1921117.0,3844853.0,3.89866384992535,0.780795755802484,2.34079170256964
281,1998,8,Chihuahua,183,27,0,210,1499827.0,1490210.0,2990037.0,12.2014072289671,1.81182517900162,7.02332446053343
282,1998,9,Ciudad de México,284,83,0,367,4183690.0,4490970.0,8674660.0,6.78826586099831,1.84815307160814,4.23071336513477
283,1998,10,Durango,44,6,0,50,730351.0,742972.0,1473323.0,6.02450054836647,0.807567445341143,3.39368896026194
284,1998,11,Guanajuato,132,29,0,161,2259794.0,2396414.0,4656208.0,5.84124039624851,1.21014148640427,3.45774931016827
285,1998,12,Guerrero,57,12,0,69,1511652.0,1567516.0,3079168.0,3.77070913146677,0.765542425085294,2.24086506484869
286,1998,13,Hidalgo,32,13,0,45,1101305.0,1139339.0,2240644.0,2.90564375899501,1.14101246424462,2.00835117046706
287,1998,14,Jalisco,276,37,0,313,3107440.0,3229177.0,6336617.0,8.88190922431326,1.14580278504399,4.93954423945774
288,1998,15,Estado de México,186,60,0,246,6301658.0,6447861.0,12749519.0,2.95160416512607,0.93054115155398,1.92948455545656
289,1998,16,Michoacán,101,17,0,118,1967788.0,2077763.0,4045551.0,5.13266673035917,0.818187637377314,2.91678438857896
290,1998,17,Morelos,30,12,0,42,750727.0,784679.0,1535406.0,3.99612642145547,1.52928777245217,2.73543284316982
291,1998,18,Nayarit,14,5,0,19,465141.0,463164.0,928305.0,3.00984002700256,1.07953122436113,2.0467411034089
292,1998,19,Nuevo León,117,13,0,130,1900830.0,1885642.0,3786472.0,6.15520588374552,0.689420367174681,3.43327509090256
293,1998,20,Oaxaca,55,10,0,65,1680802.0,1755604.0,3436406.0,3.27224741522202,0.569604534963466,1.89151107290582
294,1998,21,Puebla,71,29,0,100,2456276.0,2576849.0,5033125.0,2.89055464451063,1.12540548553679,1.98683720352664
295,1998,22,Querétaro,28,6,0,34,673573.0,697103.0,1370676.0,4.15693621923682,0.860704946040972,2.48052785632783
296,1998,23,Quintana Roo,27,8,0,35,423694.0,396809.0,820503.0,6.37252356653623,2.01608330456214,4.26567605481028
297,1998,24,San Luis Potosí,71,7,0,78,1143220.0,1170888.0,2314108.0,6.21052815731006,0.597836855446465,3.37062920140287
298,1998,25,Sinaloa,69,10,0,79,1277428.0,1261834.0,2539262.0,5.40147859605395,0.792497269846905,3.11114016592222
299,1998,26,Sonora,111,10,0,121,1114309.0,1091145.0,2205454.0,9.96133029527716,0.916468480357789,5.48639871881254
300,1998,27,Tabasco,124,19,0,143,935807.0,937100.0,1872907.0,13.2505954753491,2.02753174687867,7.63518957428212
301,1998,28,Tamaulipas,117,14,0,131,1351215.0,1359558.0,2710773.0,8.65887368035435,1.02974643229638,4.832569897959
302,1998,29,Tlaxcala,21,6,0,27,472221.0,484424.0,956645.0,4.44707033359381,1.23858438062524,2.82236357269416
303,1998,30,Veracruz,185,15,0,200,3437336.0,3543010.0,6980346.0,5.38207495572152,0.423368830457718,2.86518748497567
304,1998,31,Yucatán,70,6,0,76,824123.0,828920.0,1653043.0,8.49387773427025,0.723833421801863,4.59758155111513
305,1998,32,Zacatecas,35,4,0,39,675664.0,703920.0,1379584.0,5.18008951194677,0.568246391635413,2.82693913527556
306,1998,33,Extranjero,30,0,1,31,,,,,,
307,1999,0,Nacional,2830,509,0,3339,48353617.0,49731798.0,98085415.0,5.85271625078223,1.02349004152233,3.40417584000639
308,1999,1,Aguascalientes,30,4,0,34,463566.0,485233.0,948799.0,6.47157039127115,0.824346241908527,3.58347763857255
309,1999,2,Baja California,94,8,0,102,1230106.0,1191536.0,2421642.0,7.64161787683338,0.671402290824616,4.21201812654389
310,1999,3,Baja California Sur,16,0,0,16,217246.0,205501.0,422747.0,7.36492271434227,0.0,3.78476961397715
311,1999,4,Campeche,40,5,0,45,348533.0,343799.0,692332.0,11.476675092459,1.45433814525348,6.49977178579063
312,1999,5,Coahuila,70,14,0,84,1157413.0,1156253.0,2313666.0,6.04797077620521,1.21080766925578,3.63060182411809
313,1999,6,Colima,20,2,0,22,267757.0,269392.0,537149.0,7.46945924849771,0.74241254380234,4.09569784175341
314,1999,7,Chiapas,79,14,0,93,1958071.0,1960249.0,3918320.0,4.0345830156312,0.714194982372137,2.373466179383
315,1999,8,Chihuahua,178,34,0,212,1526940.0,1515154.0,3042094.0,11.6573015311669,2.24399631984604,6.96888393323809
316,1999,9,Ciudad de México,252,62,0,314,4186251.0,4496378.0,8682629.0,6.01970593736496,1.37888762910947,3.61641617993813
317,1999,10,Durango,30,8,0,38,728909.0,744220.0,1473129.0,4.11574009924421,1.07495095536266,2.57954327149897
318,1999,11,Guanajuato,125,28,0,153,2280187.0,2428768.0,4708955.0,5.48200651964071,1.15284786360822,3.24912852214557
319,1999,12,Guerrero,52,15,0,67,1524835.0,1588947.0,3113782.0,3.41020503857794,0.944021417957931,2.15172417336859
320,1999,13,Hidalgo,37,12,0,49,1110230.0,1156682.0,2266912.0,3.33264278572908,1.03745022400279,2.16153075196567
321,1999,14,Jalisco,282,38,0,320,3135878.0,3260280.0,6396158.0,8.992696782209,1.16554406370005,5.00300336545783
322,1999,15,Estado de México,187,40,0,227,6442320.0,6608418.0,13050738.0,2.90268102174372,0.605288587979756,1.73936523742948
323,1999,16,Michoacán,93,25,0,118,1969617.0,2090263.0,4059880.0,4.72173016378311,1.19602174463213,2.90648984699055
324,1999,17,Morelos,34,7,0,41,759195.0,797378.0,1556573.0,4.47842780840232,0.877877242662827,2.63399146715252
325,1999,18,Nayarit,24,5,0,29,466405.0,465639.0,932044.0,5.14574243415058,1.07379321749252,3.11144109076396
326,1999,19,Nuevo León,112,17,0,129,1930019.0,1914425.0,3844444.0,5.80305167980212,0.887995089909503,3.35549171739789
327,1999,20,Oaxaca,50,18,0,68,1699347.0,1785221.0,3484568.0,2.94230666250036,1.00827852686026,1.95146141501615
328,1999,21,Puebla,100,23,0,123,2497516.0,2629426.0,5126942.0,4.00397835289143,0.874715622344953,2.39909092008453
329,1999,22,Querétaro,33,3,0,36,689350.0,717154.0,1406504.0,4.78711829984768,0.418320193431257,2.55953769061446
330,1999,23,Quintana Roo,42,10,0,52,444296.0,416095.0,860391.0,9.45315735455642,2.40329732392843,6.04376382365692
331,1999,24,San Luis Potosí,78,13,0,91,1149972.0,1183189.0,2333161.0,6.78277384145005,1.09872556286443,3.90028806413274
332,1999,25,Sinaloa,66,6,0,72,1287490.0,1272980.0,2560470.0,5.12625340779346,0.4713349777687,2.81198373736072
333,1999,26,Sonora,124,7,0,131,1127565.0,1104218.0,2231783.0,10.9971487231335,0.633932792256602,5.86974629701902
334,1999,27,Tabasco,136,23,0,159,950369.0,954358.0,1904727.0,14.3102310786652,2.409997087047,8.34765297074069
335,1999,28,Tamaulipas,114,15,0,129,1374228.0,1383748.0,2757976.0,8.29556667452563,1.08401240688333,4.67734309508132
336,1999,29,Tlaxcala,16,3,0,19,480411.0,493997.0,974408.0,3.33048160845609,0.607291137395571,1.94990188914705
337,1999,30,Veracruz,167,33,0,200,3441348.0,3566536.0,7007884.0,4.85274956209021,0.925267542511838,2.85392851822319
338,1999,31,Yucatán,88,11,0,99,834349.0,840417.0,1674766.0,10.547145139504,1.30887404705045,5.91127357493525
339,1999,32,Zacatecas,36,5,0,41,673898.0,705944.0,1379842.0,5.34205473231854,0.708271477624288,2.97135469133423
340,1999,33,Extranjero,25,1,0,26,,,,,,
341,2000,0,Nacional,2937,538,0,3475,48933194.0,50435664.0,99368858.0,6.00206068706653,1.06670549633291,3.497071486924
342,2000,1,Aguascalientes,23,7,0,30,472780.0,496053.0,968833.0,4.86484199839249,1.41113953549318,3.09650889265746
343,2000,2,Baja California,86,6,0,92,1268049.0,1227906.0,2495955.0,6.78207230162241,0.488636752324689,3.68596388957333
344,2000,3,Baja California Sur,30,2,0,32,224278.0,211818.0,436096.0,13.3762562533998,0.944206819061647,7.33783387144115
345,2000,4,Campeche,52,8,0,60,353990.0,350093.0,704083.0,14.6896804994491,2.2851071001134,8.52172258100253
346,2000,5,Coahuila,90,9,0,99,1173515.0,1172390.0,2345905.0,7.66926711631296,0.767662637859415,4.22011974056921
347,2000,6,Colima,30,5,0,35,271718.0,273784.0,545502.0,11.0408585371599,1.82625719545335,6.41610846523019
348,2000,7,Chiapas,67,11,0,78,1993991.0,2002049.0,3996040.0,3.36009540664928,0.549437101689319,1.95193241308896
349,2000,8,Chihuahua,202,31,0,233,1550638.0,1538558.0,3089196.0,13.0268960260228,2.01487366742105,7.5424155670278
350,2000,9,Ciudad de México,282,43,0,325,4196353.0,4509734.0,8706087.0,6.72012101937087,0.953493044157372,3.73302035690661
351,2000,10,Durango,35,12,0,47,731124.0,748379.0,1479503.0,4.78714964903354,1.60346562370136,3.17674246013695
352,2000,11,Guanajuato,151,29,0,180,2301646.0,2460745.0,4762391.0,6.56052233923027,1.1785048836836,3.77961406360796
353,2000,12,Guerrero,48,21,0,69,1535530.0,1606280.0,3141810.0,3.12595651013005,1.30736857833005,2.19618627479065
354,2000,13,Hidalgo,51,10,0,61,1119202.0,1172525.0,2291727.0,4.55681816151151,0.852860280164602,2.66174810524988
355,2000,14,Jalisco,234,58,0,292,3170004.0,3297802.0,6467806.0,7.38169415559097,1.7587471897949,4.51466849809657
356,2000,15,Estado de México,162,48,0,210,6564326.0,6747321.0,13311647.0,2.4678847455169,0.711393455269136,1.57756587145077
357,2000,16,Michoacán,107,39,0,146,1970533.0,2099596.0,4070129.0,5.43000294844085,1.8575002048013,3.58710989258571
358,2000,17,Morelos,26,7,0,33,766243.0,807830.0,1574073.0,3.39317944829512,0.866518945817808,2.09647201876914
359,2000,18,Nayarit,19,5,0,24,468671.0,468945.0,937616.0,4.05401657025931,1.06622311784964,2.55968328185526
360,2000,19,Nuevo León,126,18,0,144,1962825.0,1947402.0,3910227.0,6.41931909365328,0.924308386249988,3.68265064918226
361,2000,20,Oaxaca,64,14,0,78,1713709.0,1808875.0,3522584.0,3.73458971155546,0.773961716536521,2.21428360544419
362,2000,21,Puebla,77,27,0,104,2533045.0,2675378.0,5208423.0,3.03981966368541,1.00920318549379,1.99676562368302
363,2000,22,Querétaro,35,9,0,44,705994.0,737147.0,1443141.0,4.95754921429927,1.22092337077951,3.04890513123804
364,2000,23,Quintana Roo,49,6,0,55,464940.0,436159.0,901099.0,10.5389942788317,1.37564512024285,6.1036578666717
365,2000,24,San Luis Potosí,98,11,0,109,1158297.0,1196265.0,2354562.0,8.46069704056904,0.919528699744622,4.62931109904942
366,2000,25,Sinaloa,65,8,0,73,1296351.0,1283656.0,2580007.0,5.01407412035784,0.62321992808042,2.82944968753961
367,2000,26,Sonora,119,12,0,131,1142669.0,1119575.0,2262244.0,10.4142144400522,1.07183529464306,5.79071046270871
368,2000,27,Tabasco,137,30,0,167,963048.0,969642.0,1932690.0,14.2256668411128,3.09392538689537,8.6408063372812
369,2000,28,Tamaulipas,126,10,0,136,1398284.0,1409081.0,2807365.0,9.01104496654471,0.70968241002469,4.84440035406867
370,2000,29,Tlaxcala,12,0,0,12,489069.0,504310.0,993379.0,2.45364151070708,0.0,1.20799815578948
371,2000,30,Veracruz,194,22,0,216,3451802.0,3593928.0,7045730.0,5.62025284184898,0.612143593305152,3.06568659315642
372,2000,31,Yucatán,91,15,0,106,846565.0,853760.0,1700325.0,10.7493222611377,1.75693403298351,6.2341023039713
373,2000,32,Zacatecas,35,3,0,38,674005.0,708678.0,1382683.0,5.19283981572837,0.423323427565128,2.74827997451332
374,2000,33,Extranjero,14,2,0,16,,,,,,
375,2001,0,Nacional,3133,678,0,3811,49576541.0,51162722.0,100739263.0,6.31952116223679,1.32518359754198,3.78303343354815
376,2001,1,Aguascalientes,41,5,0,46,484268.0,508193.0,992461.0,8.46638638109477,0.983878172269197,4.63494283402572
377,2001,2,Baja California,83,14,0,97,1306033.0,1264804.0,2570837.0,6.35512272660798,1.10689087004785,3.77309024259414
378,2001,3,Baja California Sur,21,2,0,23,232798.0,219686.0,452484.0,9.02069605408981,0.910390284314886,5.08305266042556
379,2001,4,Campeche,54,16,0,70,360575.0,357555.0,718130.0,14.976079872426,4.47483603921075,9.74753874646652
380,2001,5,Coahuila,115,18,0,133,1194644.0,1193710.0,2388354.0,9.62629871325684,1.50790392976519,5.56868872872279
381,2001,6,Colima,21,5,0,26,275153.0,277437.0,552590.0,7.63211740377172,1.8022109523964,4.70511590872075
382,2001,7,Chiapas,32,11,0,43,2034025.0,2048039.0,4082064.0,1.57323533388233,0.537099147037727,1.05338867788452
383,2001,8,Chihuahua,202,26,0,228,1572320.0,1561180.0,3133500.0,12.8472575557138,1.66540693577935,7.27620871230254
384,2001,9,Ciudad de México,305,72,0,377,4221831.0,4536836.0,8758667.0,7.22435360392209,1.58700909620714,4.30430795005678
385,2001,10,Durango,50,11,0,61,738514.0,756459.0,1494973.0,6.77035235621803,1.4541435821373,4.08034125031021
386,2001,11,Guanajuato,132,36,0,168,2327019.0,2493628.0,4820647.0,5.67249343473345,1.44367965069369,3.48500937737196
387,2001,12,Guerrero,59,17,0,76,1544763.0,1619457.0,3164220.0,3.81935610834801,1.04973457152614,2.40185574960022
388,2001,13,Hidalgo,51,14,0,65,1129653.0,1187496.0,2317149.0,4.51466069669182,1.17895133962557,2.80517135497113
389,2001,14,Jalisco,248,42,0,290,3214289.0,3344750.0,6559039.0,7.71554766855127,1.25569923013678,4.42137941244137
390,2001,15,Estado de México,205,69,0,274,6669403.0,6862200.0,13531603.0,3.07373838408025,1.00550843752732,2.02488943845012
391,2001,16,Michoacán,127,40,0,167,1972728.0,2106562.0,4079290.0,6.43778564505598,1.89882851774598,4.09384966501524
392,2001,17,Morelos,34,11,0,45,772874.0,816440.0,1589314.0,4.3991646762603,1.34731272353143,2.83141028141701
393,2001,18,Nayarit,33,7,0,40,472652.0,473491.0,946143.0,6.98188096104534,1.47838079287674,4.22769074019466
394,2001,19,Nuevo León,109,19,0,128,2002502.0,1986659.0,3989161.0,5.44319056859868,0.956379529652547,3.20869476062761
395,2001,20,Oaxaca,74,17,0,91,1724751.0,1826296.0,3551047.0,4.2904743931153,0.930845821268841,2.56262448793271
396,2001,21,Puebla,107,32,0,139,2564991.0,2715338.0,5280329.0,4.17155459804732,1.17849048626727,2.63241173040544
397,2001,22,Querétaro,47,13,0,60,724415.0,757387.0,1481802.0,6.4879937604826,1.71642766511704,4.04912397202865
398,2001,23,Quintana Roo,44,5,0,49,486166.0,457363.0,943529.0,9.05040665122612,1.09322354453683,5.19326909930696
399,2001,24,San Luis Potosí,91,24,0,115,1169959.0,1211138.0,2381097.0,7.77805034193506,1.98160738082696,4.82970664361847
400,2001,25,Sinaloa,75,7,0,82,1305803.0,1294971.0,2600774.0,5.74359225702499,0.54055264558048,3.15290755751942
401,2001,26,Sonora,150,20,0,170,1161653.0,1138593.0,2300246.0,12.9126339793381,1.75655392225317,7.39051388416717
402,2001,27,Tabasco,147,20,0,167,974702.0,983247.0,1957949.0,15.0815326120189,2.03407689014052,8.52933350153656
403,2001,28,Tamaulipas,113,16,0,129,1425712.0,1436884.0,2862596.0,7.92586441020346,1.11352064606468,4.50639908670312
404,2001,29,Tlaxcala,20,5,0,25,498817.0,515800.0,1014617.0,4.0094864449287,0.969367972082202,2.46398394665179
405,2001,30,Veracruz,185,45,0,230,3474280.0,3628642.0,7102922.0,5.32484428428336,1.24013336118581,3.23810398030557
406,2001,31,Yucatán,92,24,0,116,862146.0,869838.0,1731984.0,10.6710464352905,2.75913445952005,6.69752145516356
407,2001,32,Zacatecas,43,11,0,54,677102.0,712643.0,1389745.0,6.35059414977359,1.54354985595873,3.88560491313155
408,2001,33,Extranjero,23,4,0,27,,,,,,
409,2002,0,Nacional,3211,660,0,3871,50256500.0,51910774.0,102167274.0,6.38922328455026,1.27141236614966,3.78888449152514
410,2002,1,Aguascalientes,37,7,0,44,496506.0,520891.0,1017397.0,7.45207510080442,1.34385120879416,4.32476211351125
411,2002,2,Baja California,88,17,0,105,1345202.0,1302474.0,2647676.0,6.54176844815872,1.30520839571462,3.96574203188003
412,2002,3,Baja California Sur,35,4,0,39,241795.0,227996.0,469791.0,14.4750718583924,1.75441674415341,8.30156388691993
413,2002,4,Campeche,60,10,0,70,367685.0,365478.0,733163.0,16.318315949794,2.73614280476527,9.54767220931771
414,2002,5,Coahuila,108,18,0,126,1217271.0,1216223.0,2433494.0,8.87230534531752,1.47999174493493,5.17774031906387
415,2002,6,Colima,31,2,0,33,278767.0,281171.0,559938.0,11.1203980385053,0.7113109104424,5.89350963856713
416,2002,7,Chiapas,54,11,0,65,2076146.0,2095765.0,4171911.0,2.60097314928719,0.524868007624901,1.55803898980587
417,2002,8,Chihuahua,186,28,0,214,1594681.0,1584204.0,3178885.0,11.6637747612218,1.76744914165095,6.73192015439376
418,2002,9,Ciudad de México,260,59,0,319,4252224.0,4567485.0,8819709.0,6.11444740446411,1.29173932700381,3.6168993784262
419,2002,10,Durango,72,12,0,84,747116.0,765403.0,1512519.0,9.63705769920601,1.56780153722941,5.55364924341446
420,2002,11,Guanajuato,161,42,0,203,2353629.0,2526907.0,4880536.0,6.84050035073497,1.66211103139134,4.15937921572549
421,2002,12,Guerrero,56,19,0,75,1553887.0,1631938.0,3185825.0,3.60386566075912,1.16425991673703,2.35417827407343
422,2002,13,Hidalgo,42,6,0,48,1140831.0,1202844.0,2343675.0,3.68152688697975,0.498817801809711,2.04806553809722
423,2002,14,Jalisco,265,56,0,321,3261434.0,3393774.0,6655208.0,8.12526023828782,1.65008041195436,4.82329027131834
424,2002,15,Estado de México,241,69,0,310,6774890.0,6975311.0,13750201.0,3.55725332809832,0.989203205419801,2.25451249767185
425,2002,16,Michoacán,126,28,0,154,1975830.0,2113535.0,4089365.0,6.37706685291751,1.32479471596165,3.76586584958789
426,2002,17,Morelos,22,9,0,31,780120.0,825350.0,1605470.0,2.82007896221094,1.09044647725207,1.93089873993285
427,2002,18,Nayarit,32,5,0,37,477148.0,478355.0,955503.0,6.70651454056184,1.04524882148195,3.87230600008582
428,2002,19,Nuevo León,117,21,0,138,2044555.0,2027599.0,4072154.0,5.72251663564932,1.03570775089157,3.38886987083494
429,2002,20,Oaxaca,76,15,0,91,1735679.0,1843034.0,3578713.0,4.37868983838601,0.813875381571908,2.54281357571842
430,2002,21,Puebla,106,32,0,138,2598165.0,2755831.0,5353996.0,4.07980247597824,1.16117425197699,2.5775140661293
431,2002,22,Querétaro,34,5,0,39,743622.0,778078.0,1521700.0,4.57221545355033,0.642609095746185,2.56292304659263
432,2002,23,Quintana Roo,40,10,0,50,508118.0,479258.0,987376.0,7.87218716912213,2.08655880548682,5.06392701463272
433,2002,24,San Luis Potosí,105,17,0,122,1182750.0,1226765.0,2409515.0,8.87761572606214,1.38575847860022,5.06325961863695
434,2002,25,Sinaloa,75,18,0,93,1316161.0,1306873.0,2623034.0,5.69839100231659,1.37733352820052,3.54551256293285
435,2002,26,Sonora,143,17,0,160,1182019.0,1158645.0,2340664.0,12.0979442800835,1.46723111910896,6.83566714402409
436,2002,27,Tabasco,153,25,0,178,986923.0,997144.0,1984067.0,15.5027291896126,2.5071604502459,8.97147122551809
437,2002,28,Tamaulipas,99,12,0,111,1455026.0,1465946.0,2920972.0,6.80400212779703,0.818584040612683,3.80010489658922
438,2002,29,Tlaxcala,21,8,0,29,509049.0,527708.0,1036757.0,4.12533960384953,1.51598990350724,2.79718391098396
439,2002,30,Veracruz,183,43,0,226,3499801.0,3665366.0,7165167.0,5.22886872710763,1.1731434186927,3.15414839598296
440,2002,31,Yucatán,108,22,0,130,878672.0,886586.0,1765258.0,12.2912759254876,2.48142876156402,7.36436260308691
441,2002,32,Zacatecas,53,10,0,63,680798.0,716837.0,1397635.0,7.78498174201452,1.39501727728898,4.50761464903211
442,2002,33,Extranjero,22,3,0,25,,,,,,
443,2003,0,Nacional,3405,698,1,4104,50919820.0,52668079.0,103587899.0,6.68698357535435,1.32528091635922,3.96185272567407
444,2003,1,Aguascalientes,53,11,0,64,508743.0,533840.0,1042583.0,10.417833758892,2.06054248463959,6.13859999635521
