_id,AÑO,CVE_ENT,ENTIDAD,HOMBRES,MUJERES,DESCONOCIDO,TOTAL,POBLACION_HOMBRES,POBLACION_MUJERES,POBLACION_TOTAL,TASA_HOMBRES,TASA_MUJERES,TASA_TOTAL
445,2003,2,Baja California,109,19,0,128,1384258.0,1340717.0,2724975.0,7.87425465484036,1.41715216559498,4.69729080083304
446,2003,3,Baja California Sur,31,3,0,34,250869.0,236488.0,487357.0,12.3570469049584,1.26856330976625,6.97640538660571
447,2003,4,Campeche,42,4,0,46,374828.0,373635.0,748463.0,11.2051394239491,1.07056351787172,6.14592838924569
448,2003,5,Coahuila,126,16,0,142,1239577.0,1239005.0,2478582.0,10.1647578165778,1.29135879193385,5.72908219296356
449,2003,6,Colima,21,8,0,29,282355.0,284997.0,567352.0,7.4374457686246,2.80704709172377,5.11146519268461
450,2003,7,Chiapas,47,6,0,53,2117763.0,2144203.0,4261966.0,2.21932293651367,0.279824251714973,1.24355755067028
451,2003,8,Chihuahua,185,34,0,219,1616438.0,1607420.0,3223858.0,11.4449177759988,2.1151908026527,6.79310317017685
452,2003,9,Ciudad de México,298,77,0,375,4280465.0,4597864.0,8878329.0,6.96186045207705,1.67469068245603,4.2237677833295
453,2003,10,Durango,64,9,1,74,755537.0,774552.0,1530089.0,8.47079626808482,1.16196201158863,4.83631997877248
454,2003,11,Guanajuato,162,25,0,187,2378818.0,2560063.0,4938881.0,6.81010485039209,0.976538467998639,3.78628276324131
455,2003,12,Guerrero,58,15,0,73,1561822.0,1644038.0,3205860.0,3.71361141026314,0.912387669871378,2.27708009707224
456,2003,13,Hidalgo,47,10,0,57,1151686.0,1218499.0,2370185.0,4.08097345977984,0.820681838885383,2.40487556878472
457,2003,14,Jalisco,256,56,0,312,3307355.0,3443157.0,6750512.0,7.7403242167835,1.62641436332993,4.62187164469895
458,2003,15,Estado de México,223,62,0,285,6878334.0,7089901.0,13968235.0,3.24206413936863,0.874483296734327,2.04034367978488
459,2003,16,Michoacán,105,34,0,139,1977924.0,2120478.0,4098402.0,5.30859628580269,1.60341206086552,3.39156578588435
460,2003,17,Morelos,35,7,0,42,787263.0,834560.0,1621823.0,4.44578241324691,0.838765337423313,2.58967840510339
461,2003,18,Nayarit,33,14,0,47,481523.0,483341.0,964864.0,6.85325519237918,2.8965057795635,4.87115282568321
462,2003,19,Nuevo León,176,28,0,204,2086234.0,2069136.0,4155370.0,8.43625403478229,1.35322182785472,4.90931012160169
463,2003,20,Oaxaca,80,31,0,111,1745364.0,1859521.0,3604885.0,4.58357110608446,1.66709598869816,3.0791550909391
464,2003,21,Puebla,118,36,0,154,2630785.0,2797214.0,5427999.0,4.48535323106981,1.28699484558564,2.83714127434438
465,2003,22,Querétaro,49,11,0,60,762677.0,799032.0,1561709.0,6.4247381263628,1.37666576557635,3.84194494620957
466,2003,23,Quintana Roo,58,9,0,67,530358.0,501732.0,1032090.0,10.9360092616685,1.79378632417306,6.49168192696373
467,2003,24,San Luis Potosí,93,19,0,112,1195204.0,1242687.0,2437891.0,7.78109845683247,1.5289449394739,4.59413484852276
468,2003,25,Sinaloa,107,8,0,115,1325991.0,1318909.0,2644900.0,8.06943636872347,0.606561938693269,4.34799047222957
469,2003,26,Sonora,153,23,0,176,1202109.0,1178983.0,2381092.0,12.7276311881868,1.95083389667196,7.39156655853701
470,2003,27,Tabasco,147,25,0,172,998907.0,1011312.0,2010219.0,14.7160846805558,2.47203632509058,8.55628167876236
471,2003,28,Tamaulipas,120,14,0,134,1484266.0,1495649.0,2979915.0,8.08480420625414,0.936048498009894,4.49677255894883
472,2003,29,Tlaxcala,21,8,0,29,519183.0,539831.0,1059014.0,4.04481656756866,1.48194527546584,2.73839628182441
473,2003,30,Veracruz,191,43,0,234,3523977.0,3702692.0,7226669.0,5.42001267318147,1.16131722541329,3.23800633459205
474,2003,31,Yucatán,135,25,0,160,895027.0,903607.0,1798634.0,15.0833438544312,2.76668950107735,8.89563969100995
475,2003,32,Zacatecas,47,8,0,55,684180.0,721016.0,1405196.0,6.86953725627759,1.10954541924174,3.91404473112648
476,2003,33,Extranjero,15,0,0,15,,,,,,
477,2004,0,Nacional,3435,678,4,4117,51543164.0,53427417.0,104970581.0,6.66431730888698,1.26901137668699,3.9220512650111
478,2004,1,Aguascalientes,53,11,0,64,520714.0,546979.0,1067693.0,10.1783320594415,2.0110461279135,5.99423242448906
479,2004,2,Baja California,97,12,0,109,1422643.0,1379411.0,2802054.0,6.81829524343071,0.869936516382717,3.89000354739773
480,2004,3,Baja California Sur,31,4,0,35,259882.0,245122.0,505004.0,11.9284906226672,1.63184047127553,6.93063817316298
481,2004,4,Campeche,57,10,0,67,381787.0,381920.0,763707.0,14.9297906948115,2.61834939254294,8.77299802149254
482,2004,5,Coahuila,115,9,0,124,1261054.0,1261952.0,2523006.0,9.1193557135539,0.713180849984786,4.91477229939207
483,2004,6,Colima,31,6,0,37,285791.0,288905.0,574696.0,10.8470875569909,2.07680725498001,6.43818644987959
484,2004,7,Chiapas,62,19,0,81,2157804.0,2192964.0,4350768.0,2.87329155011299,0.866407291683767,1.86174027206231
485,2004,8,Chihuahua,199,23,0,222,1636917.0,1630670.0,3267587.0,12.157000018938,1.41046318384468,6.79400426063637
486,2004,9,Ciudad de México,269,56,0,325,4304448.0,4627185.0,8931633.0,6.24934951008817,1.21023905463041,3.638752286396
487,2004,10,Durango,51,9,0,60,763353.0,783670.0,1547023.0,6.68105057555286,1.14844258425102,3.87841680440433
488,2004,11,Guanajuato,145,27,1,173,2401654.0,2592914.0,4994568.0,6.03750581890647,1.04129948004446,3.46376303215814
489,2004,12,Guerrero,58,24,0,82,1567924.0,1655585.0,3223509.0,3.69915888780324,1.44963864736634,2.54381172815091
490,2004,13,Hidalgo,36,9,0,45,1161703.0,1234319.0,2396022.0,3.0988987718892,0.729147003327341,1.87811297225151
491,2004,14,Jalisco,293,63,1,357,3350899.0,3492870.0,6843769.0,8.74392215342808,1.80367434230303,5.21642387403783
492,2004,15,Estado de México,215,77,0,292,6976230.0,7204677.0,14180907.0,3.08189380223989,1.06875020212565,2.05910665657704
493,2004,16,Michoacán,122,30,0,152,1978225.0,2127187.0,4105412.0,6.16714478888903,1.41031324467477,3.70242986574795
494,2004,17,Morelos,27,12,0,39,793874.0,843880.0,1637754.0,3.40104349052872,1.42200312840688,2.38131001359178
495,2004,18,Nayarit,31,7,0,38,485512.0,488324.0,973836.0,6.3850121109262,1.43347449644089,3.90209439782469
496,2004,19,Nuevo León,182,31,0,213,2126535.0,2110967.0,4237502.0,8.55852360765283,1.46852129853285,5.02654630015514
497,2004,20,Oaxaca,96,11,2,109,1753083.0,1875522.0,3628605.0,5.47606702021524,0.586503384124526,3.00390921580056
498,2004,21,Puebla,136,37,0,173,2661527.0,2838962.0,5500489.0,5.1098485944347,1.30329324591171,3.14517491081247
499,2004,22,Querétaro,57,11,0,68,781263.0,820180.0,1601443.0,7.29587859658015,1.34116901168036,4.24617048499385
500,2004,23,Quintana Roo,50,14,0,64,552669.0,524747.0,1077416.0,9.04700643604038,2.66795236561619,5.94013825671793
501,2004,24,San Luis Potosí,122,12,0,134,1206706.0,1258674.0,2465380.0,10.1101676796171,0.953384275833139,5.43526758552434
502,2004,25,Sinaloa,77,11,0,88,1334737.0,1330926.0,2665663.0,5.76892676235094,0.826492231724379,3.30124250514788
503,2004,26,Sonora,140,11,0,151,1221358.0,1199453.0,2420811.0,11.4626505905721,0.917084704444443,6.23757905924915
504,2004,27,Tabasco,155,25,0,180,1010074.0,1025492.0,2035566.0,15.3454103362724,2.4378542202182,8.84274938763961
505,2004,28,Tamaulipas,134,22,0,156,1512669.0,1525712.0,3038381.0,8.858514321375,1.44194972576738,5.13431330698816
506,2004,29,Tlaxcala,12,8,0,20,528950.0,552055.0,1081005.0,2.26864542962473,1.44913097426887,1.85013020291303
507,2004,30,Veracruz,207,48,0,255,3545408.0,3740290.0,7285698.0,5.83853818798852,1.28332295089418,3.5000078235469
508,2004,31,Yucatán,117,22,0,139,910834.0,920796.0,1831630.0,12.8453702870117,2.38923713830208,7.58886893095221
509,2004,32,Zacatecas,42,7,0,49,686937.0,725107.0,1412044.0,6.11409779936151,0.965374765379454,3.47014682262026
510,2004,33,Extranjero,16,0,0,16,,,,,,
511,2005,0,Nacional,3578,736,0,4314,52152554.0,54218394.0,106370948.0,6.86064195437102,1.35747289010442,4.05561864504583
512,2005,1,Aguascalientes,44,14,0,58,532248.0,560097.0,1092345.0,8.26682298477402,2.4995670392807,5.30967780325813
513,2005,2,Baja California,94,11,0,105,1459405.0,1417871.0,2877276.0,6.44098108475714,0.775811057564475,3.64928494868063
514,2005,3,Baja California Sur,36,3,0,39,269194.0,254311.0,523505.0,13.3732549759653,1.17965797783029,7.4497855798894
515,2005,4,Campeche,51,10,0,61,388449.0,390231.0,778680.0,13.1291366434204,2.56258472545749,7.8337699696923
516,2005,5,Coahuila,128,13,0,141,1281785.0,1285382.0,2567167.0,9.98607410759215,1.01137249471363,5.49243582517226
517,2005,6,Colima,18,4,0,22,289600.0,293406.0,583006.0,6.21546961325967,1.36329863738301,3.77354606985177
518,2005,7,Chiapas,111,27,0,138,2197301.0,2243228.0,4440529.0,5.05165200398125,1.20362263666466,3.10773783934302
519,2005,8,Chihuahua,216,40,0,256,1655614.0,1653865.0,3309479.0,13.0465192973725,2.41857709063315,7.73535653194959
520,2005,9,Ciudad de México,275,78,0,353,4322404.0,4654786.0,8977190.0,6.3622002940956,1.67569465062411,3.93218813459446
521,2005,10,Durango,47,9,0,56,770982.0,793289.0,1564271.0,6.09612156963457,1.13451718100213,3.57994235014265
522,2005,11,Guanajuato,172,48,0,220,2426068.0,2628640.0,5054708.0,7.08966113068554,1.82603932071337,4.35237802064926
523,2005,12,Guerrero,71,14,0,85,1574603.0,1668769.0,3243372.0,4.50907308064318,0.838941758865367,2.62072929038051
524,2005,13,Hidalgo,25,14,0,39,1173129.0,1252553.0,2425682.0,2.13105293620736,1.11771717444292,1.60779525098508
525,2005,14,Jalisco,310,56,0,366,3394058.0,3544694.0,6938752.0,9.13360938440062,1.5798260724339,5.27472375435813
526,2005,15,Estado de México,195,58,0,253,7070470.0,7323157.0,14393627.0,2.75794961296774,0.792008146213443,1.7577223586522
527,2005,16,Michoacán,136,44,0,180,1981296.0,2137780.0,4119076.0,6.86419394174318,2.05820991870071,4.36991208707972
528,2005,17,Morelos,33,9,0,42,801006.0,854355.0,1655361.0,4.11981932719605,1.05342626893973,2.5372109165312
529,2005,18,Nayarit,35,6,0,41,490286.0,494409.0,984695.0,7.1386904786186,1.21357014132024,4.16372582373222
530,2005,19,Nuevo León,198,40,0,238,2165199.0,2153177.0,4318376.0,9.14465598774062,1.85772001094197,5.51133111151044
531,2005,20,Oaxaca,103,19,0,122,1761243.0,1893594.0,3654837.0,5.84814247664859,1.0033829849482,3.33804216166138
532,2005,21,Puebla,150,38,0,188,2690416.0,2881370.0,5571786.0,5.57534596880185,1.31881709048126,3.37414251013948
533,2005,22,Querétaro,52,15,0,67,799738.0,841970.0,1641708.0,6.50212944739402,1.78153615924558,4.08111552115236
534,2005,23,Quintana Roo,62,7,0,69,575038.0,548363.0,1123401.0,10.7818961529499,1.27652668031942,6.14206325256965
535,2005,24,San Luis Potosí,87,19,0,106,1217609.0,1274947.0,2492556.0,7.14515086534347,1.49025802641208,4.2526627285405
536,2005,25,Sinaloa,91,15,0,106,1343223.0,1343815.0,2687038.0,6.7747499856688,1.11622507562425,3.94486419618926
537,2005,26,Sonora,152,15,0,167,1240398.0,1220741.0,2461139.0,12.254131335265,1.22876187495955,6.78547615555237
538,2005,27,Tabasco,163,26,0,189,1021530.0,1041001.0,2062531.0,15.9564574706568,2.4975960637886,9.16349863347509
539,2005,28,Tamaulipas,140,11,0,151,1539365.0,1555542.0,3094907.0,9.09465916140746,0.707149019441455,4.87898343956701
540,2005,29,Tlaxcala,25,14,0,39,538229.0,564288.0,1102517.0,4.64486306014726,2.48100260859703,3.53736042165336
541,2005,30,Veracruz,172,34,0,206,3566885.0,3780687.0,7347572.0,4.82213471979052,0.899307453909832,2.80364724564795
542,2005,31,Yucatán,117,16,0,133,925597.0,937940.0,1863537.0,12.6404904078125,1.70586604686867,7.13696588798613
543,2005,32,Zacatecas,62,8,0,70,690186.0,730136.0,1420322.0,8.98308571892215,1.09568628310342,4.92845988444874
544,2005,33,Extranjero,7,1,0,8,,,,,,
545,2006,0,Nacional,3563,713,1,4277,52807568.0,55078078.0,107885646.0,6.74713897068693,1.29452592735716,3.96438280584611
546,2006,1,Aguascalientes,51,11,0,62,542851.0,572455.0,1115306.0,9.39484315217251,1.92154841865299,5.55901250419168
547,2006,2,Baja California,96,13,0,109,1490731.0,1452919.0,2943650.0,6.43979363144659,0.894750498823403,3.70288587298082
548,2006,3,Baja California Sur,43,4,0,47,279956.0,265344.0,545300.0,15.359556501736,1.50747708634829,8.61910874747845
549,2006,4,Campeche,51,8,0,59,394051.0,397570.0,791621.0,12.9424871399895,2.01222426239404,7.45306150291617
550,2006,5,Coahuila,127,15,0,142,1301672.0,1309708.0,2611380.0,9.75668217492579,1.14529345472426,5.43773790103317
551,2006,6,Colima,27,3,0,30,295469.0,300010.0,595479.0,9.13801447867627,0.999966667777741,5.03796103640934
552,2006,7,Chiapas,107,18,1,126,2237881.0,2295891.0,4533772.0,4.78130874697984,0.784009345391397,2.77914284176619
553,2006,8,Chihuahua,215,38,0,253,1669292.0,1674064.0,3343356.0,12.87971187785,2.26992516415143,7.5672468023148
554,2006,9,Ciudad de México,262,67,0,329,4326439.0,4675302.0,9001741.0,6.05578860582572,1.43306250590871,3.65484854540916
555,2006,10,Durango,49,9,0,58,779629.0,804031.0,1583660.0,6.28504070525853,1.11935982567836,3.66240228331839
556,2006,11,Guanajuato,150,37,0,187,2464600.0,2675375.0,5139975.0,6.08618031323541,1.38298369387469,3.6381499910019
557,2006,12,Guerrero,47,11,0,58,1589099.0,1688373.0,3277472.0,2.95765084491275,0.651514801527862,1.76965661338983
558,2006,13,Hidalgo,43,9,0,52,1192891.0,1278471.0,2471362.0,3.60468810645734,0.703965909277567,2.10410291976651
559,2006,14,Jalisco,264,66,0,330,3441607.0,3600006.0,7041613.0,7.67083516508422,1.83333027778287,4.68642624921307
560,2006,15,Estado de México,265,75,0,340,7162188.0,7448445.0,14610633.0,3.69998665212363,1.00692157893359,2.3270723451886
561,2006,16,Michoacán,128,24,0,152,2000632.0,2161793.0,4162425.0,6.39797823887652,1.11018955098846,3.65171744836243
562,2006,17,Morelos,24,8,0,32,811919.0,868520.0,1680439.0,2.95595989255086,0.921107170819325,1.90426430236385
563,2006,18,Nayarit,42,9,0,51,499039.0,504141.0,1003180.0,8.4161758900607,1.78521485060727,5.08383340975697
564,2006,19,Nuevo León,191,31,0,222,2202237.0,2196832.0,4399069.0,8.67299931842032,1.4111229261045,5.046522343705
565,2006,20,Oaxaca,97,28,0,125,1775394.0,1917781.0,3693175.0,5.46357597243204,1.46002072186553,3.38462163314763
566,2006,21,Puebla,137,42,0,179,2717695.0,2923489.0,5641184.0,5.04103661374805,1.43663957688912,3.17309274081469
567,2006,22,Querétaro,47,12,0,59,818737.0,864660.0,1683397.0,5.74054916291801,1.38782874193325,3.50481793658893
568,2006,23,Quintana Roo,88,14,0,102,596099.0,571098.0,1167197.0,14.7626484862414,2.45141814539711,8.73888469555696
569,2006,24,San Luis Potosí,106,24,0,130,1229120.0,1291040.0,2520160.0,8.62405623535538,1.85896641467344,5.15840264110215
570,2006,25,Sinaloa,69,13,0,82,1352809.0,1358421.0,2711230.0,5.10049829650749,0.956993450484055,3.02445753403437
571,2006,26,Sonora,141,18,0,159,1261064.0,1244050.0,2505114.0,11.1810344280703,1.44688718299104,6.34701654295972
572,2006,27,Tabasco,164,19,0,183,1036875.0,1061346.0,2098221.0,15.8167570825799,1.79017963981586,8.72167421830208
573,2006,28,Tamaulipas,141,18,0,159,1560725.0,1582510.0,3143235.0,9.03426292268016,1.13743357071993,5.05848274150676
574,2006,29,Tlaxcala,25,8,0,33,546292.0,575625.0,1121917.0,4.57630717638186,1.38979370249729,2.94139406034493
575,2006,30,Veracruz,191,37,0,228,3596569.0,3827325.0,7423894.0,5.31061686846547,0.966732639637345,3.07116453979542
576,2006,31,Yucatán,131,20,0,151,936951.0,953195.0,1890146.0,13.9815209119794,2.0982065579446,7.98880086511836
577,2006,32,Zacatecas,34,4,0,38,697055.0,738288.0,1435343.0,4.87766388592005,0.541793988253906,2.64745081837582
578,2006,33,Extranjero,10,0,0,10,,,,,,
579,2007,0,Nacional,3620,773,1,4394,53532742.0,56005923.0,109538665.0,6.7622166635888,1.38021116088025,4.01136895360191
580,2007,1,Aguascalientes,44,10,0,54,553201.0,584503.0,1137704.0,7.95370941122666,1.71085520519142,4.74640152447385
581,2007,2,Baja California,73,11,0,84,1518869.0,1485972.0,3004841.0,4.80620777697089,0.740256209403677,2.79548901256339
582,2007,3,Baja California Sur,42,8,0,50,292083.0,278033.0,570116.0,14.3794743275028,2.8773562850453,8.7701450231181
583,2007,4,Campeche,50,11,0,61,398899.0,404063.0,802962.0,12.5345012145932,2.72234775270193,7.59687257927523
584,2007,5,Coahuila,116,12,0,128,1321879.0,1335366.0,2657245.0,8.77538715722089,0.898630038506297,4.81701913071621
585,2007,6,Colima,23,4,0,27,303230.0,308417.0,611647.0,7.58500148402203,1.29694536941868,4.41431086885082
586,2007,7,Chiapas,21,5,0,26,2280564.0,2350976.0,4631540.0,0.920824848590086,0.212677628355202,0.561368356961184
587,2007,8,Chihuahua,186,26,1,213,1679734.0,1691956.0,3371690.0,11.0731818252176,1.53668298702803,6.31730675121378
588,2007,9,Ciudad de México,261,56,0,317,4321299.0,4690608.0,9011907.0,6.03985051717088,1.1938750797338,3.51756847912434
589,2007,10,Durango,58,11,0,69,789545.0,815738.0,1605283.0,7.34600307772198,1.34847218101891,4.29830752583812
590,2007,11,Guanajuato,223,47,0,270,2516909.0,2732399.0,5249308.0,8.86007400347013,1.7201001757064,5.14353510977066
591,2007,12,Guerrero,45,15,0,60,1611017.0,1713493.0,3324510.0,2.79326661357391,0.875404801770419,1.80477724536849
592,2007,13,Hidalgo,22,6,0,28,1220207.0,1310838.0,2531045.0,1.80297277429158,0.457722464560838,1.10626243310569
593,2007,14,Jalisco,279,69,0,348,3495421.0,3659360.0,7154781.0,7.98187113941354,1.88557561978051,4.86388052967659
594,2007,15,Estado de México,356,102,0,458,7255353.0,7580213.0,14835566.0,4.90672197479571,1.34560862603729,3.08717577745264
595,2007,16,Michoacán,116,27,0,143,2034395.0,2196944.0,4231339.0,5.70194087185625,1.22897989206825,3.37954486747576
596,2007,17,Morelos,37,12,0,49,826350.0,885791.0,1712141.0,4.47752163127004,1.35472137332621,2.86191382602251
597,2007,18,Nayarit,31,9,0,40,511191.0,516807.0,1027998.0,6.06426951961204,1.74146248019086,3.89105815380964
598,2007,19,Nuevo León,193,35,0,228,2239905.0,2243035.0,4482940.0,8.61643685781317,1.56038581653875,5.08594806087077
599,2007,20,Oaxaca,111,24,0,135,1795091.0,1946758.0,3741849.0,6.18353052853588,1.2328188711694,3.6078420053829
600,2007,21,Puebla,115,45,0,160,2745463.0,2966041.0,5711504.0,4.18872882278872,1.51717390285569,2.80136370385103
601,2007,22,Querétaro,53,18,0,71,838738.0,888359.0,1727097.0,6.3190173808746,2.02620787316839,4.11094455030609
602,2007,23,Quintana Roo,150,41,0,191,616355.0,593165.0,1209520.0,24.3366241857371,6.91207336913001,15.7913883193333
603,2007,24,San Luis Potosí,99,21,0,120,1241918.0,1307207.0,2549125.0,7.97154079415871,1.60647854547903,4.70749767076938
604,2007,25,Sinaloa,85,10,0,95,1363910.0,1374489.0,2738399.0,6.23208276205908,0.727543108748051,3.46918034954
605,2007,26,Sonora,152,16,0,168,1283993.0,1269423.0,2553416.0,11.8380707682986,1.26041516500016,6.57942144954054
606,2007,27,Tabasco,175,28,0,203,1056023.0,1085879.0,2141902.0,16.5716087623092,2.57855617430671,9.47755779676194
607,2007,28,Tamaulipas,120,26,0,146,1578757.0,1607729.0,3186486.0,7.60091641715603,1.61718797135587,4.58184972411616
608,2007,29,Tlaxcala,20,2,0,22,553752.0,586405.0,1140157.0,3.61172510437886,0.341061211961017,1.92955882391636
609,2007,30,Veracruz,195,42,0,237,3635200.0,3879614.0,7514814.0,5.36421654929578,1.0825819269649,3.15377067216833
610,2007,31,Yucatán,127,13,0,140,946219.0,967270.0,1913489.0,13.421839975735,1.34398875184798,7.31647791024668
611,2007,32,Zacatecas,36,11,0,47,707272.0,749072.0,1456344.0,5.08997952697124,1.46848367046158,3.22725949363612
612,2007,33,Extranjero,6,0,0,6,,,,,,
613,2008,0,Nacional,3817,864,0,4681,54344847.0,56931068.0,111275915.0,7.02366500360191,1.51762478792774,4.20666053386306
614,2008,1,Aguascalientes,34,8,0,42,564557.0,596631.0,1161188.0,6.02242111956809,1.3408622750075,3.6169853632659
615,2008,2,Baja California,110,17,0,127,1549795.0,1519360.0,3069155.0,7.09771292332212,1.11889216512216,4.13794676384868
616,2008,3,Baja California Sur,35,4,0,39,304919.0,290957.0,595876.0,11.4784582134928,1.37477359197407,6.54498586954333
617,2008,4,Campeche,64,8,0,72,404272.0,410435.0,814707.0,15.8309257133811,1.94915150998331,8.83753300266231
618,2008,5,Coahuila,132,18,0,150,1344381.0,1361178.0,2705559.0,9.81864516085842,1.32238399386414,5.54414078569346
619,2008,6,Colima,22,8,0,30,311600.0,316947.0,628547.0,7.06033376123235,2.52408131327951,4.77291276547339
620,2008,7,Chiapas,65,12,0,77,2327111.0,2406301.0,4733412.0,2.7931628529967,0.498690729048444,1.62673352752729
621,2008,8,Chihuahua,184,46,0,230,1692348.0,1709274.0,3401622.0,10.8724683103002,2.69120105963117,6.76148025853549
622,2008,9,Ciudad de México,245,84,0,329,4320181.0,4702514.0,9022695.0,5.67105868943917,1.78627857354598,3.64636064945119
623,2008,10,Durango,59,13,0,72,800614.0,827259.0,1627873.0,7.36934402845816,1.57145464721448,4.42294945613079
624,2008,11,Guanajuato,254,44,0,298,2574720.0,2790529.0,5365249.0,9.86515038528461,1.576761968788,5.55426225325237
625,2008,12,Guerrero,66,25,0,91,1635762.0,1738626.0,3374388.0,4.03481680097716,1.43791706784553,2.69678531336645
626,2008,13,Hidalgo,49,11,0,60,1249988.0,1343667.0,2593655.0,3.92003763236127,0.818655217401335,2.31333774152692
627,2008,14,Jalisco,289,60,0,349,3555767.0,3719126.0,7274893.0,8.12764165931007,1.61328226040204,4.79732141764834
628,2008,15,Estado de México,342,94,0,436,7358672.0,7710428.0,15069100.0,4.64757771510947,1.21912817291076,2.89333802284144
629,2008,16,Michoacán,151,48,0,199,2072345.0,2232563.0,4304908.0,7.28643155459154,2.14999531928102,4.62263072753239
630,2008,17,Morelos,51,14,0,65,842217.0,903091.0,1745308.0,6.05544651794015,1.55023137203228,3.7242710169208
631,2008,18,Nayarit,37,12,0,49,524334.0,529556.0,1053890.0,7.0565708117345,2.26604929412565,4.64944159257608
632,2008,19,Nuevo León,209,38,0,247,2281395.0,2289426.0,4570821.0,9.16106154348546,1.65980468466769,5.4038432045359
633,2008,20,Oaxaca,119,31,0,150,1817528.0,1975476.0,3793004.0,6.54735442865254,1.56924204596766,3.95464913825559
634,2008,21,Puebla,117,35,0,152,2777170.0,3007959.0,5785129.0,4.21292178728706,1.16357968974976,2.6274262855677
635,2008,22,Querétaro,58,16,0,74,860415.0,912380.0,1772795.0,6.74093315434994,1.75365527521427,4.17419949853198
636,2008,23,Quintana Roo,115,19,0,134,638050.0,615709.0,1253759.0,18.0236658569078,3.08587335900563,10.6878594690048
637,2008,24,San Luis Potosí,119,20,0,139,1256610.0,1323129.0,2579739.0,9.46992304692784,1.51156841094103,5.38814197870405
638,2008,25,Sinaloa,79,15,0,94,1376969.0,1390251.0,2767220.0,5.73723881946507,1.07894186013892,3.39691097924993
639,2008,26,Sonora,153,37,0,190,1309150.0,1294864.0,2604014.0,11.6869724630485,2.85744294381495,7.29642774578017
640,2008,27,Tabasco,151,37,0,188,1076980.0,1110520.0,2187500.0,14.0206874779476,3.33177250297158,8.59428571428571
641,2008,28,Tamaulipas,126,15,0,141,1599111.0,1632709.0,3231820.0,7.8793779793898,0.918718522406626,4.36286674381618
642,2008,29,Tlaxcala,15,6,0,21,562087.0,597168.0,1159255.0,2.66862603120158,1.00474238405273,1.81150825314534
643,2008,30,Veracruz,185,33,0,218,3679735.0,3931566.0,7611301.0,5.02753595027903,0.839360193876944,2.86416211893341
644,2008,31,Yucatán,133,27,0,160,957241.0,981559.0,1938800.0,13.8940977246064,2.75072614076179,8.2525273364968
645,2008,32,Zacatecas,38,7,0,45,718823.0,759910.0,1478733.0,5.28641960538269,0.921161716519062,3.04314572001842
646,2008,33,Extranjero,11,2,0,13,,,,,,
647,2009,0,Nacional,4201,989,0,5190,55219029.0,57811189.0,113030218.0,7.60788459355198,1.7107414967715,4.59169246227588
648,2009,1,Aguascalientes,51,11,0,62,576718.0,608430.0,1185148.0,8.84314344272244,1.80793189027497,5.23141413561851
649,2009,2,Baja California,84,7,0,91,1582896.0,1552018.0,3134914.0,5.30672893228614,0.451025696866918,2.90279095375503
650,2009,3,Baja California Sur,35,9,0,44,318308.0,303869.0,622177.0,10.9956394435578,2.96180261889169,7.07194255011034
651,2009,4,Campeche,68,15,0,83,410079.0,416463.0,826542.0,16.5821707524648,3.60176054055222,10.0418369544439
652,2009,5,Coahuila,151,26,0,177,1368577.0,1386117.0,2754694.0,11.0333580061626,1.87574353391525,6.42539606940009
653,2009,6,Colima,24,2,0,26,320414.0,325303.0,645717.0,7.49030941219797,0.614811421966597,4.02653174687983
654,2009,7,Chiapas,131,28,0,159,2376739.0,2460299.0,4837038.0,5.51175370959958,1.13807305534815,3.28713563962078
655,2009,8,Chihuahua,207,38,0,245,1706429.0,1724836.0,3431265.0,12.1305955301979,2.20310800563068,7.14022379501438
656,2009,9,Ciudad de México,298,73,0,371,4321273.0,4707955.0,9029228.0,6.89611602877208,1.55056707211518,4.10887841131047
657,2009,10,Durango,91,27,0,118,812545.0,838019.0,1650564.0,11.1993797266613,3.22188399069711,7.14907146890396
658,2009,11,Guanajuato,228,48,0,276,2636498.0,2847253.0,5483751.0,8.64783512067902,1.68583543506671,5.03305128186893
659,2009,12,Guerrero,71,35,0,106,1662595.0,1762473.0,3425068.0,4.27043266700549,1.98584602430789,3.09482906616745
660,2009,13,Hidalgo,42,7,0,49,1281521.0,1375747.0,2657268.0,3.27735557981492,0.508814484058479,1.84399917509261
661,2009,14,Jalisco,282,75,0,357,3620775.0,3776274.0,7397049.0,7.78838784514365,1.98608469618465,4.82624895414374
662,2009,15,Estado de México,313,108,0,421,7469168.0,7833786.0,15302954.0,4.19056044796422,1.37864373624707,2.75110282629092
663,2009,16,Michoacán,153,29,0,182,2113037.0,2266527.0,4379564.0,7.24076293978761,1.27949060390633,4.15566481046972
664,2009,17,Morelos,48,12,0,60,859100.0,919709.0,1778809.0,5.58724246304272,1.30476052751468,3.37304342399887
665,2009,18,Nayarit,48,7,0,55,538144.0,541933.0,1080077.0,8.91954569780579,1.29167258683269,5.09222953548682
666,2009,19,Nuevo León,236,49,0,285,2325758.0,2334355.0,4660113.0,10.1472294193979,2.09908090243343,6.11573152839856
667,2009,20,Oaxaca,82,17,0,99,1841886.0,2002490.0,3844376.0,4.45195848168671,0.848943065882976,2.57519035599015
668,2009,21,Puebla,137,58,0,195,2811729.0,3047261.0,5858990.0,4.87244681119695,1.90334861372229,3.32821868615581
669,2009,22,Querétaro,54,20,0,74,883434.0,936051.0,1819485.0,6.11251095158212,2.1366357174983,4.06708491688582
